Time,AIRTEMP,GROUNDTEMP,AIRP,PRECIPITATION,RH,RH_GROUND,WINDSPEED,WINDSPEED_MIN,WINDSPEED_MAX,RAD,DateTime
1693098000000000000,14.766666666666666,17.5,965.0,0.0,100.0,23.566666666666666,0.15,0.675,0.55,90.96666666666665,2023-08-27 01:00:00
1693098900000000000,14.800000000000002,17.633333333333333,965.0,0.0,100.0,23.3,1.02,1.13,1.6066666666666667,92.93333333333334,2023-08-27 01:15:00
1693099800000000000,14.766666666666666,17.5,964.3333333333334,0.0,100.0,23.266666666666666,0.5733333333333333,0.43,1.3266666666666669,88.90000000000002,2023-08-27 01:30:00
1693100700000000000,14.850000000000001,17.95,964.0,0.0,100.0,22.9,0.38,0.43,1.07,92.0,2023-08-27 01:45:00
1693101600000000000,14.833333333333334,17.5,964.0,0.0,100.0,22.833333333333332,0.255,0.43,0.64,90.96666666666665,2023-08-27 02:00:00
1693102500000000000,14.633333333333333,17.166666666666668,964.0,0.0,100.0,22.866666666666664,0.255,0.43,0.64,88.90000000000002,2023-08-27 02:15:00
1693103400000000000,14.6,17.166666666666668,964.0,0.0,100.0,22.733333333333334,0.255,0.43,0.64,95.09999999999998,2023-08-27 02:30:00
1693104300000000000,14.6,17.5,964.0,0.0,100.0,22.5,0.255,0.43,0.64,88.9,2023-08-27 02:45:00
1693105200000000000,14.6,17.5,964.0,0.0,100.0,22.433333333333334,0.255,0.43,0.64,93.03333333333335,2023-08-27 03:00:00
1693106100000000000,14.699999999999998,17.633333333333333,964.0,0.0,100.0,22.266666666666666,0.37,0.43,1.89,86.83333333333333,2023-08-27 03:15:00
1693107000000000000,14.800000000000002,17.9,963.3333333333334,0.0,100.0,22.2,0.7999999999999999,1.04,1.6499999999999997,93.03333333333335,2023-08-27 03:30:00
1693107900000000000,14.8,17.9,963.0,0.0,100.0,22.5,1.26,0.675,1.8599999999999999,88.9,2023-08-27 03:45:00
1693108800000000000,14.699999999999998,17.766666666666666,963.0,0.0,100.0,22.100000000000005,1.6500000000000001,1.0566666666666666,2.3833333333333333,86.83333333333333,2023-08-27 04:00:00
1693109700000000000,14.699999999999998,17.9,963.0,0.0,100.0,21.7,1.0166666666666668,0.73,1.8699999999999999,86.83333333333333,2023-08-27 04:15:00
1693110600000000000,14.733333333333334,17.9,963.3333333333334,0.0,100.0,21.666666666666668,0.4066666666666667,0.73,1.0566666666666666,90.96666666666665,2023-08-27 04:30:00
1693111500000000000,14.866666666666667,18.066666666666666,963.3333333333334,0.0,100.0,21.96666666666667,0.41500000000000004,0.37,0.885,90.96666666666665,2023-08-27 04:45:00
1693112400000000000,15.1,17.9,963.0,0.275,100.0,22.100000000000005,1.6566666666666665,0.945,2.4833333333333334,86.83333333333333,2023-08-27 05:00:00
1693113300000000000,15.1,17.9,963.0,0.0,100.0,21.933333333333334,1.3900000000000001,1.71,2.445,90.96666666666665,2023-08-27 05:15:00
1693114200000000000,15.1,18.23333333333333,963.0,0.0,100.0,21.7,1.2866666666666668,1.1,2.4033333333333333,90.96666666666665,2023-08-27 05:30:00
1693115100000000000,15.2,18.4,963.0,0.0,100.0,21.7,0.43,1.1,1.435,92.0,2023-08-27 05:45:00
1693116000000000000,15.199999999999998,18.066666666666666,963.0,1.38,100.0,22.133333333333336,1.1900000000000002,1.53,2.3633333333333333,88.90000000000002,2023-08-27 06:00:00
1693116900000000000,15.199999999999998,17.9,963.0,0.0,100.0,23.03333333333333,0.85,0.31,1.8933333333333333,90.96666666666665,2023-08-27 06:15:00
1693117800000000000,15.199999999999998,18.4,963.0,0.0,100.0,24.099999999999998,0.6166666666666667,0.37,1.12,88.90000000000002,2023-08-27 06:30:00
1693118700000000000,15.199999999999998,18.23333333333333,963.0,0.0,100.0,24.96666666666667,0.42,0.37,0.98,93.03333333333335,2023-08-27 06:45:00
1693119600000000000,15.300000000000002,18.066666666666666,963.0,1.1,100.0,26.233333333333334,0.43,0.37,1.28,97.06666666666666,2023-08-27 07:00:00
1693120500000000000,15.4,18.23333333333333,963.0,0.0,100.0,27.899999999999995,0.27,0.37,0.615,95.09999999999998,2023-08-27 07:15:00
1693121400000000000,15.5,18.566666666666666,963.0,0.0,100.0,29.133333333333336,0.7333333333333334,0.21,1.3633333333333333,101.0,2023-08-27 07:30:00
1693122300000000000,15.733333333333334,18.9,963.0,0.0,100.0,29.7,0.7733333333333333,0.455,1.4466666666666665,132.66666666666666,2023-08-27 07:45:00
1693123200000000000,15.75,18.9,963.0,0.275,100.0,29.45,1.0499999999999998,0.395,1.95,141.5,2023-08-27 08:00:00
1693124100000000000,15.933333333333332,18.9,963.0,0.0,100.0,28.933333333333334,1.1366666666666667,0.43,2.3633333333333333,149.0,2023-08-27 08:15:00
1693125000000000000,16.099999999999998,18.9,963.0,0.0,100.0,28.366666666666664,1.7666666666666666,0.7766666666666667,3.116666666666667,176.0,2023-08-27 08:30:00
1693125900000000000,16.2,19.066666666666666,963.0,0.0,100.0,28.03333333333333,2.3433333333333333,1.14,3.846666666666667,163.66666666666666,2023-08-27 08:45:00
1693126800000000000,16.466666666666665,18.9,963.0,0.0,100.0,27.899999999999995,3.39,1.7933333333333337,4.743333333333333,192.66666666666666,2023-08-27 09:00:00
1693127700000000000,16.933333333333334,19.566666666666666,963.0,0.0,100.0,27.5,2.6933333333333334,1.5066666666666666,4.033333333333333,248.33333333333334,2023-08-27 09:15:00
1693128600000000000,17.03333333333333,19.4,963.0,0.0,100.0,27.166666666666668,3.9766666666666666,2.486666666666667,5.3133333333333335,238.0,2023-08-27 09:30:00
1693129500000000000,17.400000000000002,19.73333333333333,963.0,0.0,100.0,26.86666666666667,4.116666666666666,2.9499999999999997,5.23,240.33333333333334,2023-08-27 09:45:00
1693130400000000000,17.450000000000003,19.4,964.0,0.0,100.0,26.75,4.95,3.6950000000000003,6.2,266.5,2023-08-27 10:00:00
1693131300000000000,17.966666666666665,20.066666666666666,963.3333333333334,0.0,100.0,26.333333333333332,3.9166666666666665,2.42,5.886666666666667,294.0,2023-08-27 10:15:00
1693132200000000000,18.333333333333332,20.4,963.0,0.0,100.0,26.26666666666667,4.31,3.0733333333333337,6.533333333333334,291.6666666666667,2023-08-27 10:30:00
1693133100000000000,17.799999999999997,20.23333333333333,964.0,0.0,100.0,25.96666666666667,4.726666666666667,3.4599999999999995,6.616666666666666,190.33333333333334,2023-08-27 10:45:00
1693134000000000000,17.766666666666666,19.9,964.0,0.275,100.0,25.900000000000002,4.8566666666666665,3.396666666666667,6.505,188.33333333333334,2023-08-27 11:00:00
1693134900000000000,17.666666666666668,19.73333333333333,964.0,0.0,100.0,25.7,4.653333333333333,2.75,6.493333333333332,240.0,2023-08-27 11:15:00
1693135800000000000,17.466666666666665,19.4,964.0,0.0,100.0,25.7,4.093333333333334,2.1166666666666667,6.1066666666666665,255.0,2023-08-27 11:30:00
1693136700000000000,18.2,20.4,964.0,0.0,100.0,25.566666666666666,3.76,2.73,5.133333333333334,412.3333333333333,2023-08-27 11:45:00
1693137600000000000,18.299999999999997,20.9,963.5,0.0,100.0,25.3,3.87,2.1399999999999997,5.525,397.0,2023-08-27 12:00:00
1693138500000000000,18.500000000000004,20.566666666666666,963.3333333333334,0.0,100.0,25.333333333333332,4.1000000000000005,2.36,5.760000000000001,364.6666666666667,2023-08-27 12:15:00
1693139400000000000,19.2,21.066666666666666,963.0,0.0,100.0,25.2,3.5533333333333332,2.1766666666666667,5.3566666666666665,393.6666666666667,2023-08-27 12:30:00
1693140300000000000,19.5,21.399999999999995,963.0,0.0,100.0,24.933333333333334,3.9033333333333338,2.6266666666666665,5.3933333333333335,373.0,2023-08-27 12:45:00
1693141200000000000,18.833333333333332,20.566666666666666,963.0,0.0,100.0,24.933333333333334,5.096666666666667,3.296666666666667,7.430000000000001,312.6666666666667,2023-08-27 13:00:00
1693142100000000000,19.400000000000002,21.066666666666666,963.0,0.0,100.0,24.8,4.596666666666667,2.9299999999999997,6.166666666666667,375.0,2023-08-27 13:15:00
1693143000000000000,18.733333333333334,20.566666666666666,963.0,0.0,100.0,24.600000000000005,4.34,3.4,6.13,236.0,2023-08-27 13:30:00
1693143900000000000,18.633333333333333,19.73333333333333,963.0,0.0,100.0,24.600000000000005,5.133333333333334,3.686666666666667,6.593333333333334,213.0,2023-08-27 13:45:00
1693144800000000000,18.55,19.65,963.0,0.0,100.0,24.6,4.6,3.36,6.63,228.5,2023-08-27 14:00:00
1693145700000000000,18.566666666666666,19.566666666666666,963.0,0.0,100.0,24.5,6.093333333333334,4.213333333333334,7.553333333333334,250.66666666666666,2023-08-27 14:15:00
1693146600000000000,18.2,19.73333333333333,963.0,0.0,100.0,24.233333333333334,5.496666666666666,3.5233333333333334,8.523333333333333,167.66666666666666,2023-08-27 14:30:00
1693147500000000000,16.400000000000002,19.4,963.6666666666666,0.0,100.0,24.233333333333334,7.793333333333332,4.07,15.133333333333333,163.66666666666666,2023-08-27 14:45:00
1693148400000000000,15.733333333333334,18.9,964.0,1.92,100.0,26.633333333333336,5.133333333333333,3.7266666666666666,7.43,215.33333333333334,2023-08-27 15:00:00
1693149300000000000,16.033333333333335,19.73333333333333,964.0,0.0,100.0,28.400000000000002,3.9633333333333334,2.6466666666666665,5.763333333333333,284.0,2023-08-27 15:15:00
1693150200000000000,16.6,19.73333333333333,963.3333333333334,0.0,100.0,28.100000000000005,2.1933333333333334,0.855,4.336666666666667,225.66666666666666,2023-08-27 15:30:00
1693151100000000000,16.566666666666666,19.4,963.0,0.0,100.0,28.03333333333333,2.7733333333333334,1.7733333333333334,3.97,196.66666666666666,2023-08-27 15:45:00
1693152000000000000,16.599999999999998,19.4,963.0,0.0,100.0,27.666666666666668,2.7133333333333334,1.6866666666666665,3.7433333333333336,182.33333333333334,2023-08-27 16:00:00
1693152900000000000,16.3,19.15,963.5,0.0,100.0,27.5,2.68,1.56,3.665,151.0,2023-08-27 16:15:00
1693153800000000000,16.266666666666666,18.9,963.0,0.0,100.0,27.100000000000005,2.8200000000000003,1.0,4.3566666666666665,161.33333333333334,2023-08-27 16:30:00
1693154700000000000,16.400000000000002,19.066666666666666,964.0,0.0,100.0,27.100000000000005,3.0,1.9333333333333336,4.3566666666666665,174.0,2023-08-27 16:45:00
1693155600000000000,16.566666666666666,19.066666666666666,963.6666666666666,0.55,100.0,27.100000000000005,3.5033333333333334,2.4833333333333334,4.416666666666667,221.33333333333334,2023-08-27 17:00:00
1693156500000000000,16.733333333333334,19.4,963.6666666666666,0.0,100.0,27.066666666666666,3.0566666666666666,2.28,4.353333333333333,248.33333333333334,2023-08-27 17:15:00
1693157400000000000,16.733333333333334,19.4,963.3333333333334,0.0,100.0,27.166666666666668,2.7900000000000005,1.6900000000000002,3.6266666666666665,223.33333333333334,2023-08-27 17:30:00
1693158300000000000,16.466666666666665,19.23333333333333,963.0,0.0,100.0,27.100000000000005,3.466666666666667,2.0966666666666667,4.353333333333333,190.33333333333334,2023-08-27 17:45:00
1693159200000000000,16.366666666666664,18.9,964.0,0.0,100.0,26.833333333333332,4.146666666666667,3.1766666666666663,5.213333333333334,174.0,2023-08-27 18:00:00
1693160100000000000,16.3,18.9,964.0,0.0,100.0,26.7,4.175,2.84,5.805,160.5,2023-08-27 18:15:00
1693161000000000000,16.1,18.9,963.0,0.0,100.0,26.733333333333334,3.856666666666666,2.623333333333333,5.293333333333333,157.33333333333334,2023-08-27 18:30:00
1693161900000000000,16.099999999999998,18.9,963.6666666666666,0.0,100.0,26.7,2.8000000000000003,1.8533333333333335,3.83,140.66666666666666,2023-08-27 18:45:00
1693162800000000000,16.033333333333335,18.4,964.0,0.0,100.0,26.46666666666667,3.19,2.0366666666666666,4.3966666666666665,124.0,2023-08-27 19:00:00
1693163700000000000,15.833333333333334,18.4,964.0,0.0,100.0,26.399999999999995,3.31,2.1399999999999997,4.743333333333333,110.0,2023-08-27 19:15:00
1693164600000000000,15.699999999999998,18.4,964.0,0.0,100.0,26.366666666666664,2.356666666666667,1.4266666666666667,3.766666666666667,101.36666666666667,2023-08-27 19:30:00
1693165500000000000,15.699999999999998,18.23333333333333,964.0,0.0,100.0,26.2,1.9100000000000001,1.0599999999999998,3.033333333333333,88.90000000000002,2023-08-27 19:45:00
1693166400000000000,15.6,18.066666666666666,964.0,0.275,100.0,25.8,3.1633333333333327,2.1199999999999997,4.153333333333333,86.83333333333333,2023-08-27 20:00:00
1693167300000000000,15.5,17.9,964.0,0.0,100.0,26.0,4.5600000000000005,3.205,5.775,92.0,2023-08-27 20:15:00
1693168200000000000,15.300000000000002,17.9,964.0,0.0,100.0,25.733333333333334,2.8466666666666662,1.75,3.9933333333333336,88.90000000000002,2023-08-27 20:30:00
1693169100000000000,14.966666666666667,17.9,964.3333333333334,0.0,100.0,25.7,1.36,0.63,1.8933333333333333,93.03333333333335,2023-08-27 20:45:00
1693170000000000000,14.800000000000002,17.9,965.0,0.0,100.0,25.7,0.89,0.5533333333333333,1.3666666666666665,90.96666666666665,2023-08-27 21:00:00
1693170900000000000,14.800000000000002,17.633333333333333,965.0,0.0,100.0,25.733333333333334,0.48000000000000004,0.12,0.92,86.83333333333333,2023-08-27 21:15:00
1693171800000000000,14.800000000000002,17.766666666666666,965.0,0.0,100.0,25.7,0.195,0.12,0.7949999999999999,84.76666666666667,2023-08-27 21:30:00
1693172700000000000,14.800000000000002,17.766666666666666,965.0,0.0,100.0,25.7,0.5666666666666667,0.24,1.9166666666666667,93.03333333333335,2023-08-27 21:45:00
1693173600000000000,14.699999999999998,17.633333333333333,965.0,0.0,100.0,25.766666666666666,0.7999999999999999,0.73,1.5899999999999999,88.90000000000002,2023-08-27 22:00:00
1693174500000000000,14.699999999999998,17.633333333333333,965.0,0.0,100.0,25.733333333333334,1.4533333333333334,1.07,2.0966666666666667,90.96666666666665,2023-08-27 22:15:00
1693175400000000000,14.7,17.5,965.0,0.0,100.0,25.7,1.6,1.0050000000000001,2.29,95.1,2023-08-27 22:30:00
1693176300000000000,14.633333333333333,17.5,965.3333333333334,0.0,100.0,25.53333333333333,1.5666666666666667,0.9766666666666666,2.34,86.83333333333333,2023-08-27 22:45:00
1693177200000000000,14.6,17.5,965.3333333333334,0.0,100.0,25.366666666666664,0.7033333333333335,0.2866666666666667,1.3633333333333333,88.90000000000002,2023-08-27 23:00:00
1693178100000000000,14.6,17.5,965.6666666666666,0.0,100.0,25.399999999999995,1.0633333333333332,0.4466666666666666,1.6900000000000002,93.03333333333335,2023-08-27 23:15:00
1693179000000000000,14.6,17.5,965.6666666666666,0.0,100.0,25.366666666666664,1.5233333333333334,0.8566666666666666,2.2399999999999998,93.03333333333335,2023-08-27 23:30:00
1693179900000000000,14.6,17.333333333333332,965.3333333333334,0.0,100.0,25.26666666666667,1.46,0.8566666666666668,2.22,86.83333333333333,2023-08-27 23:45:00
1693180800000000000,14.4,17.5,966.0,0.0,100.0,25.0,1.2066666666666668,0.61,2.18,95.09999999999998,2023-08-28 00:00:00
1693181700000000000,14.266666666666666,17.5,965.6666666666666,0.0,100.0,25.0,0.5333333333333333,0.61,1.5466666666666669,95.09999999999998,2023-08-28 00:15:00
1693182600000000000,14.2,17.0,966.0,0.0,100.0,24.95,0.425,0.06,1.16,92.0,2023-08-28 00:30:00
1693183500000000000,14.199999999999998,17.0,966.0,0.0,100.0,24.96666666666667,0.6000000000000001,0.12,1.61,88.90000000000002,2023-08-28 00:45:00
1693184400000000000,14.066666666666668,17.333333333333332,966.0,0.0,100.0,25.0,1.1733333333333333,0.5066666666666667,1.8133333333333332,93.03333333333335,2023-08-28 01:00:00
1693185300000000000,13.966666666666667,16.833333333333332,965.6666666666666,0.0,100.0,24.733333333333334,1.0433333333333332,0.6533333333333333,1.83,93.03333333333335,2023-08-28 01:15:00
1693186200000000000,13.866666666666667,17.0,965.6666666666666,0.0,100.0,24.599999999999998,0.57,0.365,0.98,90.96666666666665,2023-08-28 01:30:00
1693187100000000000,13.9,17.0,965.0,0.0,100.0,24.666666666666668,0.3433333333333333,0.12,0.6733333333333333,88.90000000000002,2023-08-28 01:45:00
1693188000000000000,13.933333333333332,17.166666666666668,965.0,0.0,100.0,24.600000000000005,0.5499999999999999,0.37,1.08,95.09999999999998,2023-08-28 02:00:00
1693188900000000000,13.700000000000001,17.0,965.0,0.0,100.0,24.46666666666667,0.1,0.37,0.64,88.90000000000002,2023-08-28 02:15:00
1693189800000000000,13.5,16.5,965.0,0.0,100.0,24.4,0.1,0.37,0.64,95.1,2023-08-28 02:30:00
1693190700000000000,13.366666666666667,16.333333333333332,964.3333333333334,0.0,100.0,24.5,0.1,0.37,0.64,86.83333333333333,2023-08-28 02:45:00
1693191600000000000,13.333333333333334,16.5,965.0,0.0,100.0,24.133333333333336,0.58,0.37,1.285,90.96666666666665,2023-08-28 03:00:00
1693192500000000000,13.366666666666667,16.5,965.0,0.0,100.0,24.2,0.245,0.37,0.7050000000000001,88.90000000000002,2023-08-28 03:15:00
1693193400000000000,13.433333333333332,16.666666666666668,965.0,0.0,100.0,24.266666666666666,0.62,0.33499999999999996,0.9966666666666666,88.90000000000002,2023-08-28 03:30:00
1693194300000000000,13.466666666666667,16.833333333333332,965.0,0.0,100.0,24.099999999999998,0.7800000000000001,0.86,1.3633333333333333,88.90000000000002,2023-08-28 03:45:00
1693195200000000000,13.366666666666667,16.666666666666668,965.0,0.0,100.0,23.833333333333332,0.6466666666666666,0.24,1.4433333333333334,88.90000000000002,2023-08-28 04:00:00
1693196100000000000,13.233333333333334,16.5,965.0,0.0,100.0,23.866666666666664,0.28500000000000003,0.24,0.98,88.89999999999999,2023-08-28 04:15:00
1693197000000000000,13.266666666666666,16.5,964.3333333333334,0.0,100.0,23.833333333333332,0.24,0.24,0.49,90.96666666666665,2023-08-28 04:30:00
1693197900000000000,13.05,16.75,964.0,0.0,100.0,23.85,0.23500000000000001,0.24,0.55,92.0,2023-08-28 04:45:00
1693198800000000000,13.066666666666668,16.5,964.0,0.0,100.0,23.766666666666666,0.23500000000000001,0.24,0.55,92.93333333333332,2023-08-28 05:00:00
1693199700000000000,13.066666666666668,16.5,964.0,0.0,100.0,23.73333333333333,1.39,1.04,2.5949999999999998,90.96666666666665,2023-08-28 05:15:00
1693200600000000000,13.066666666666668,16.5,964.0,0.0,100.0,23.633333333333336,1.42,1.0799999999999998,1.8099999999999998,90.96666666666665,2023-08-28 05:30:00
1693201500000000000,13.0,16.333333333333332,964.0,0.0,100.0,23.666666666666668,0.8466666666666666,1.04,1.5066666666666666,90.96666666666665,2023-08-28 05:45:00
1693202400000000000,12.866666666666667,16.5,964.0,0.0,100.0,23.566666666666666,0.18,1.04,0.98,95.09999999999998,2023-08-28 06:00:00
1693203300000000000,12.933333333333332,16.5,964.0,0.0,100.0,23.600000000000005,0.26,0.12,0.7533333333333333,90.96666666666665,2023-08-28 06:15:00
1693204200000000000,12.933333333333332,16.5,964.0,0.0,100.0,23.46666666666667,1.7133333333333332,1.12,2.3233333333333333,90.96666666666665,2023-08-28 06:30:00
1693205100000000000,13.0,16.75,964.0,0.0,100.0,23.4,2.8600000000000003,2.14,3.85,94.95,2023-08-28 06:45:00
1693206000000000000,13.0,16.833333333333332,964.0,0.0,100.0,23.23333333333333,1.0433333333333332,0.365,1.7300000000000002,97.06666666666666,2023-08-28 07:00:00
1693206900000000000,13.033333333333333,17.0,964.0,0.0,100.0,23.2,0.7333333333333334,0.15,1.6266666666666667,103.7,2023-08-28 07:15:00
1693207800000000000,13.199999999999998,17.0,964.0,0.0,100.0,23.2,0.7366666666666667,0.73,1.3833333333333335,114.0,2023-08-28 07:30:00
1693208700000000000,13.333333333333334,17.0,964.0,0.0,100.0,23.066666666666666,0.3,0.73,1.08,110.0,2023-08-28 07:45:00
1693209600000000000,13.466666666666667,17.166666666666668,964.0,0.0,100.0,23.2,0.8033333333333333,0.73,1.6666666666666667,112.0,2023-08-28 08:00:00
1693210500000000000,13.6,17.333333333333332,964.0,0.0,100.0,23.133333333333336,2.0399999999999996,0.6966666666666667,3.7899999999999996,116.0,2023-08-28 08:15:00
1693211400000000000,13.799999999999999,17.766666666666666,964.0,0.0,100.0,22.933333333333334,2.2733333333333334,0.9966666666666667,3.9500000000000006,151.33333333333334,2023-08-28 08:30:00
1693212300000000000,14.149999999999999,17.9,963.0,0.0,100.0,22.8,2.1550000000000002,0.825,3.205,179.0,2023-08-28 08:45:00
1693213200000000000,14.266666666666666,18.066666666666666,963.0,0.0,100.0,22.8,3.0500000000000003,1.8099999999999998,4.863333333333333,176.0,2023-08-28 09:00:00
1693214100000000000,14.1,17.766666666666666,963.0,0.0,100.0,22.833333333333332,2.75,0.7133333333333333,5.353333333333334,132.33333333333334,2023-08-28 09:15:00
1693215000000000000,14.1,17.633333333333333,963.0,0.0,100.0,22.833333333333332,1.1733333333333333,0.18,2.5033333333333334,130.0,2023-08-28 09:30:00
1693215900000000000,14.233333333333334,18.066666666666666,963.0,0.0,100.0,22.866666666666664,0.8166666666666668,0.06,1.71,132.66666666666666,2023-08-28 09:45:00
1693216800000000000,14.266666666666666,17.766666666666666,964.0,0.825,100.0,22.833333333333332,1.3266666666666664,0.45999999999999996,2.73,147.0,2023-08-28 10:00:00
1693217700000000000,14.333333333333334,17.766666666666666,963.6666666666666,0.0,100.0,22.833333333333332,1.6166666666666665,1.22,3.216666666666667,163.33333333333334,2023-08-28 10:15:00
1693218600000000000,14.366666666666667,18.066666666666666,963.6666666666666,0.0,100.0,23.5,2.6733333333333333,1.06,4.233333333333333,182.0,2023-08-28 10:30:00
1693219500000000000,14.3,18.4,964.0,0.0,100.0,23.8,3.17,1.525,4.550000000000001,204.0,2023-08-28 10:45:00
1693220400000000000,14.5,18.4,964.0,0.55,100.0,23.96666666666667,2.653333333333333,1.26,4.456666666666667,211.0,2023-08-28 11:00:00
1693221300000000000,14.833333333333334,18.4,964.0,0.0,100.0,23.900000000000002,1.75,0.49,3.296666666666667,231.66666666666666,2023-08-28 11:15:00
1693222200000000000,14.333333333333334,18.566666666666666,964.0,0.0,100.0,24.46666666666667,3.3366666666666664,2.1166666666666667,5.19,196.66666666666666,2023-08-28 11:30:00
1693223100000000000,14.666666666666666,18.4,963.3333333333334,0.0,100.0,24.899999999999995,3.1333333333333333,2.0366666666666666,4.416666666666667,273.3333333333333,2023-08-28 11:45:00
1693224000000000000,15.149999999999999,19.15,963.0,0.275,100.0,25.85,5.07,3.39,10.76,371.5,2023-08-28 12:00:00
1693224900000000000,16.033333333333335,20.23333333333333,963.0,0.0,100.0,26.0,8.605,4.803333333333334,16.166666666666668,460.0,2023-08-28 12:15:00
1693225800000000000,15.366666666666667,19.4,963.0,0.0,100.0,26.0,5.566666666666667,3.296666666666667,10.523333333333333,294.3333333333333,2023-08-28 12:30:00
1693226700000000000,15.233333333333334,19.066666666666666,962.6666666666666,0.0,100.0,26.0,4.763333333333334,2.5033333333333334,8.336666666666666,265.0,2023-08-28 12:45:00
1693227600000000000,15.350000000000001,19.15,962.0,0.0,100.0,25.95,7.16,4.095,13.88,294.0,2023-08-28 13:00:00
1693228500000000000,15.233333333333334,19.4,962.3333333333334,0.0,100.0,25.833333333333332,5.2700000000000005,3.133333333333333,11.65,213.66666666666666,2023-08-28 13:15:00
1693229400000000000,15.200000000000001,19.4,962.0,0.0,100.0,25.766666666666666,4.1,3.48,16.41,219.66666666666666,2023-08-28 13:30:00
1693230300000000000,14.850000000000001,18.9,962.0,0.0,100.0,25.7,5.8,3.54,9.445,188.0,2023-08-28 13:45:00
1693231200000000000,15.199999999999998,19.23333333333333,962.3333333333334,0.0,100.0,25.733333333333334,4.353333333333333,2.953333333333333,6.1499999999999995,217.33333333333334,2023-08-28 14:00:00
1693232100000000000,15.233333333333334,18.9,962.0,0.0,100.0,25.3,5.91,3.8266666666666667,8.64,226.0,2023-08-28 14:15:00
1693233000000000000,15.433333333333332,19.23333333333333,962.0,0.0,100.0,25.366666666666664,6.233333333333333,3.91,11.376666666666665,259.0,2023-08-28 14:30:00
1693233900000000000,15.299999999999999,19.23333333333333,962.0,0.0,100.0,25.333333333333332,8.709999999999999,5.13,15.666666666666666,227.66666666666666,2023-08-28 14:45:00
1693234800000000000,14.9,18.9,962.0,0.0,100.0,25.35,7.715,4.0,16.66,170.0,2023-08-28 15:00:00
1693235700000000000,14.766666666666666,18.566666666666666,962.3333333333334,0.0,100.0,25.333333333333332,6.066666666666666,3.7266666666666666,9.496666666666666,159.33333333333334,2023-08-28 15:15:00
1693236600000000000,14.800000000000002,18.4,962.0,0.0,100.0,25.166666666666668,6.16,4.36,7.390000000000001,196.66666666666666,2023-08-28 15:30:00
1693237500000000000,14.966666666666667,18.566666666666666,962.0,0.0,100.0,25.0,5.226666666666667,3.0733333333333337,7.493333333333333,194.66666666666666,2023-08-28 15:45:00
1693238400000000000,14.733333333333334,18.4,962.0,0.0,100.0,24.733333333333334,6.4433333333333325,3.5233333333333334,10.705,166.0,2023-08-28 16:00:00
1693239300000000000,14.533333333333333,18.066666666666666,962.0,0.0,100.0,24.600000000000005,10.083333333333332,5.983333333333334,17.166666666666668,157.0,2023-08-28 16:15:00
1693240200000000000,14.433333333333332,17.9,962.0,0.0,100.0,24.633333333333336,7.395,5.13,11.799999999999999,143.0,2023-08-28 16:30:00
1693241100000000000,14.299999999999999,17.9,962.0,0.0,100.0,24.600000000000005,8.206666666666667,4.52,15.633333333333333,146.66666666666666,2023-08-28 16:45:00
1693242000000000000,14.3,17.9,962.0,0.0,100.0,24.65,9.42,5.835,16.1,160.5,2023-08-28 17:00:00
1693242900000000000,14.366666666666667,17.9,962.0,0.0,100.0,24.2,9.700000000000001,5.333333333333333,17.7,172.0,2023-08-28 17:15:00
1693243800000000000,14.266666666666666,17.9,962.0,0.0,100.0,24.233333333333334,18.6,7.433333333333333,32.46666666666667,169.66666666666666,2023-08-28 17:30:00
1693244700000000000,14.133333333333333,17.633333333333333,962.0,0.0,100.0,24.233333333333334,13.433333333333335,5.859999999999999,29.933333333333334,130.0,2023-08-28 17:45:00
1693245600000000000,14.0,17.633333333333333,962.0,0.0,100.0,24.133333333333336,14.1,5.78,27.099999999999998,142.66666666666666,2023-08-28 18:00:00
1693246500000000000,13.9,17.5,962.0,0.0,100.0,24.266666666666666,12.233333333333334,6.29,31.03333333333333,124.0,2023-08-28 18:15:00
1693247400000000000,13.800000000000002,17.333333333333332,962.0,0.0,100.0,24.200000000000003,13.600000000000001,6.086666666666667,25.733333333333334,124.0,2023-08-28 18:30:00
1693248300000000000,13.766666666666666,17.333333333333332,962.0,0.0,100.0,24.066666666666663,12.466666666666667,5.68,28.8,116.0,2023-08-28 18:45:00
1693249200000000000,13.733333333333334,17.166666666666668,962.0,0.0,100.0,23.866666666666664,9.383333333333333,5.416666666666667,19.53333333333333,110.0,2023-08-28 19:00:00
1693250100000000000,13.7,17.5,962.0,0.0,100.0,23.8,11.5,5.4350000000000005,31.5,104.5,2023-08-28 19:15:00
1693251000000000000,13.6,16.833333333333332,962.0,0.0,100.0,23.8,6.533333333333332,3.8466666666666662,13.18,99.03333333333335,2023-08-28 19:30:00
1693251900000000000,13.5,17.166666666666668,962.3333333333334,0.0,100.0,23.833333333333332,6.6066666666666665,4.6000000000000005,11.023333333333333,90.96666666666665,2023-08-28 19:45:00
1693252800000000000,13.4,16.833333333333332,962.0,0.0,100.0,23.8,6.539999999999999,4.48,11.073333333333332,88.90000000000002,2023-08-28 20:00:00
1693253700000000000,13.366666666666667,16.833333333333332,962.3333333333334,0.0,100.0,23.8,5.06,2.9933333333333336,6.72,88.90000000000002,2023-08-28 20:15:00
1693254600000000000,13.3,17.0,963.0,0.0,100.0,23.55,4.6899999999999995,3.085,6.9350000000000005,88.9,2023-08-28 20:30:00
