ID,Device_type,Device,Site,Ambient,Checkin,Checkout,Duration,Pre-classification,Class,Order,Suborder,Superfamily,Family,Subfamily,Genus,Epithet,DateTime
2744,ID,ID-4,Site 4,Meadow,2023-09-02 19:18:34.223,2023-09-02 19:18:42.882,00:00:08.659000,hoverfly,Insecta,Diptera,Brachycera,Syrphoidea,Syrphidae,Syrphinae,Episyrphus,balteatus,2023-09-02 19:18:34.223
375,ID,ID-3,Site 3,Meadow,2023-09-02 19:18:48.464,2023-09-02 19:19:34.311,00:00:45.847000,hoverfly,Insecta,Diptera,Brachycera,Syrphoidea,Syrphidae,Syrphinae,Episyrphus,balteatus,2023-09-02 19:18:48.464
2745,ID,ID-4,Site 4,Meadow,2023-09-02 19:18:48.464,2023-09-02 19:19:34.311,00:00:45.847000,hoverfly,Insecta,Diptera,Brachycera,Syrphoidea,Syrphidae,Syrphinae,Episyrphus,balteatus,2023-09-02 19:18:48.464
2746,ID,ID-4,Site 4,Meadow,2023-09-02 19:29:33.755,2023-09-02 19:33:40.898,00:04:07.143000,other,Insecta,#N/C,#N/C,#N/C,#N/C,#N/C,#N/C,#N/C,2023-09-02 19:29:33.755
376,ID,ID-3,Site 3,Meadow,2023-09-02 19:29:33.755,2023-09-02 19:33:40.898,00:04:07.143000,other,Insecta,#N/C,#N/C,#N/C,#N/C,#N/C,#N/C,#N/C,2023-09-02 19:29:33.755
4201,FAIR-D,FAIR-D4,Site 4,Meadow,2023-09-03 07:45:42.000,2023-09-03 07:49:39.000,00:03:57,fly,Insecta,Diptera,Brachycera,#N/C,#N/C,#N/C,#N/C,#N/C,2023-09-03 07:45:42.000
2747,ID,ID-4,Site 4,Meadow,2023-09-03 09:01:51.885,2023-09-03 09:02:03.226,00:00:11.341000,fly,Insecta,Diptera,Brachycera,#N/C,#N/C,#N/C,#N/C,#N/C,2023-09-03 09:01:51.885
377,ID,ID-3,Site 3,Meadow,2023-09-03 09:01:51.885,2023-09-03 09:02:03.226,00:00:11.341000,fly,Insecta,Diptera,Brachycera,#N/C,#N/C,#N/C,#N/C,#N/C,2023-09-03 09:01:51.885
3835,FAIR-D,FAIR-D3,Site 3,Meadow,2023-09-03 09:19:54.000,2023-09-03 09:21:13.000,00:01:19,fly,Insecta,Diptera,Brachycera,Muscoidea,Fanniidae,-,Fannia,#N/C,2023-09-03 09:19:54.000
2748,ID,ID-4,Site 4,Meadow,2023-09-03 09:20:47.845,2023-09-03 09:22:42.438,00:01:54.593000,flesh_fly,Insecta,Diptera,Brachycera,Oestroidea,Sarcophagidae,#N/C,#N/C,#N/C,2023-09-03 09:20:47.845
378,ID,ID-3,Site 3,Meadow,2023-09-03 09:20:47.845,2023-09-03 09:22:42.438,00:01:54.593000,flesh_fly,Insecta,Diptera,Brachycera,Oestroidea,Sarcophagidae,#N/C,#N/C,#N/C,2023-09-03 09:20:47.845
2749,ID,ID-4,Site 4,Meadow,2023-09-03 09:22:43.858,2023-09-03 09:23:22.254,00:00:38.396000,flesh_fly,Insecta,Diptera,Brachycera,Oestroidea,Sarcophagidae,#N/C,#N/C,#N/C,2023-09-03 09:22:43.858
379,ID,ID-3,Site 3,Meadow,2023-09-03 09:22:43.858,2023-09-03 09:23:22.254,00:00:38.396000,flesh_fly,Insecta,Diptera,Brachycera,Oestroidea,Sarcophagidae,#N/C,#N/C,#N/C,2023-09-03 09:22:43.858
